qid,language,lang_code,question,context,options,gold,answer_type,category,difficulty,rationale,source
q008,Catalan,cat-ESP,Quin país no va tenir cap canvi global entre 2005 i 2015?,"El full de càlcul següent mostra la quantitat de superfície forestal com a percentatge de la superfície total de cadascun dels 15 països en aquest conjunt de dades. Les dades es mostren per als anys 2005, 2010 i 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Chinese,zho-CHN,2005 年至 2015 年期间，哪个国家整体没有变化？,"下面的电子数据表显示本组数据涉及的 15 个国家中每个国家的森林面积占土地总面积的百分比， 有 2005 年、2010 年和 2015 年的数据。
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Croatian,hrv-HRV,Koja zemlja nije doživjela nikakvu sveukupnu promjenu između 2005. i 2015. godine?,"Donja proračunska tablica prikazuje količinu šumskih površina u 15 zemalja, izraženu kao postotak ukupne površine njihova teritorija. Prikazani su podaci za 2005., 2010. i 2015. godinu.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Czech,ces-CZE,Která země nezaznamenala žádnou celkovou změnu mezi roky 2005 a 2015?,"Tabulkový procesor uvádí v tomto souboru dat, kolik procent celkové rozlohy půdy zabírá v každé z 15 zemí zalesněné území. Data jsou uvedena pro roky 2005, 2010a 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Danish,dan-DNK,Hvilket land havde ingen samlet ændring mellem 2005 og 2015?,"Regnearket nedenfor viser den samlede mængde af skovareal som en procentdel af det samlede landområde i hvert af de 15 lande i regnearket. Data vises for årene 2005, 2010 og 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Dutch,nld-NLD,Welk land had geen algehele verandering tussen 2005 en 2015?,"Het onderstaande werkblad toont de hoeveelheid bebost gebied als percentage van het totale grondoppervlak in elk van de 15 landen in deze gegevensset. Er worden gegevens getoond voor de jaren 2005, 2010 en 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,English,eng-CAN,Which country had no overall change between 2005 and 2015?,"The spreadsheet below shows the amount of forested area as a percentage of the total land area in each of the 15 countries in this data set. Data are shown for the years 2005, 2010, and 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Estonian,est-EST,Millises riigis ei toimunud ajavahemikus 2005 kuni 2015 kokkuvõttes muutust?,"Järgmises arvutustabelis on näidatud metsaga kaetud pinna suurus protsentides kogu maismaapindalast 15 riigi puhul. Andmed on esitatud aastate 2005, 2010 ja 2015 kohta.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Finnish,fin-FIN,Minkä maan kokonaistilanne ei muuttunut vuosien 2005 ja 2015 välillä?,"Alla olevaan laskentataulukkoon on merkitty, kuinka monta prosenttia kunkin 15 maan kokonaispinta-alasta on metsäpinta-alaa. Tiedot on esitetty vuosilta 2005, 2010 ja 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,French,fra-FRA,Quel pays n'a connu aucune évolution globale entre 2005 et 2015 ?,"Le tableur ci-dessous indique l'étendue de la superficie forestière de 15 pays, exprimée en pourcentage de la superficie totale de leur territoire. Les données concernent les années 2005, 2010 et 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Galician,glg-ESP,Que país non tivo un cambio en global entre 2005 e 2015?,"A folla de cálculo seguinte mostra a extensión da superficie forestal de 15 países expresada como porcentaxe da superficie total dos seus territorios. Os datos que se mostran corresponden aos anos 2005, 2010 e 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Georgian,geo-GEO,რომელ ქვეყანაში არ შეინიშნება საყოველთაო ცვლილება 2005-დან 2015 წლამდე?,"ცხრილში მოცემულია ინფორმაცია ტყით დაფარული ტერიტორიის პროცენტული მაჩვენებელის შესახებ კონკრეტული ქვეყნის მთლიან ტერიტორიასთან შეფარდებით. ცხრილში წარმოდგენილია 15 ქვეყნის მონაცემი. მონაცემები ასახავს 2005, 2010 და 2015 წლების მაჩვენებლებს.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,German,deu-DEU,In welchem Land gab es zwischen 2005 und 2015 insgesamt keine Veränderung?,"Die Berechnungstabelle unten zeigt den prozentualen Anteil der Waldfläche an der gesamten Bodenfläche in 15 Ländern. Daten sind für die Jahre 2005, 2010 und 2015 angegeben.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Greek,ell-GRC,Στήλη E,"Μπορείς να εξασκηθείς στη χρήση του λογιστικού φύλλου, πριν περάσεις στις ερωτήσεις.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Hebrew,heb-ISR,באיזו מדינה  בסופו של דבר לא חל שינוי בין 2005 ל-2015?,"בגיליון האלקטרוני שלפניכם מוצג אחוז השטח המיוער מתוך השטח הכולל של כל אחת מ-15 המדינות שברשימת הנתונים. מוצגים נתונים לשנים 2005, 2010 ו-2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Hungarian,hun-HUN,Melyik országban nem történt összességében változás 2005 és 2015 között?,"Az alábbi táblázatban az erdővel borított területeknek az ország egész területéhez viszonyított százalékos arányát látod 15 ország vonatkozásában. Az adatok 2005-ből, 2010-ből és 2015-ből származnak.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Icelandic,isl-ISL,Dálkur E,"Nú æfir þú þig á töflureikninum áður en haldið er áfram í spurningarnar.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Indonesian,ind-IDN,Negara mana yang secara keseluruhan tidak mengalami perubahan antara tahun 2005 dan 2015?,"Tabel di bawah ini menunjukkan luas hutan sebagai persentase dari total luas lahan pada masing-masing negara dalam kumpulan data berikut. Data yang ditampilkan untuk tahun 2005, 2010, dan 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Italian,ita-ITA,Colonna E,"Ora ti eserciterai a usare il foglio di calcolo prima di andare avanti con le domande.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Japanese,jpn-JPN,2005年から2015年の間で全般的に変化がなかったのはどの国ですか。,"下の表計算ソフトのデータは、15か国それぞれの国土面積に対する森林面積の割合を示したものです。 データは2005年、2010年、2015年のものです。
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Kazakh,kaz-KAZ,2005 және 2015 жылдар аралығында қай елде жалпы өзгеріс болмады ?,"Төмендегі электрондық кесте осы деректер жинағындағы 15 елдің әрқайсысында жалпы жерді аумақтың пайыздық үлесі ретінде орманды аумақты көрсетеді. Деректер 2005, 2010 және 2015 жылдары үшін көрсетілген.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Korean,kor-KOR,E열,"물음에 답하기 전에 스프레드시트 사용 방법을 연습할 수 있다.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
